text_after_cleaning,text,tweet_id,clean_tweets
yini kodwa nembadada ezimhlophe,@zekhemsa @durava Yini kodwa nembadada ezimhlophe 😭?,tweet_1413402091364700161,yini kodwa nembadada ezimhlophe 😭
bayamfuna umuntu wakho njengoba wena uhlinile nje qhubeka namamoods nokudinga ispace,Bayamfuna umuntu wakho njengoba wena uhlinile nje 😂😂😂 qhubeka namaMoods nokudinga i”Space” 😂,tweet_1220821163045158912,bayamfuna umuntu wakho njengoba wena uhlinile nje 😂😂😂 qhubeka namamoods nokudinga ispace 😂
the way i love jager kodwa iyangidakwa nayi into,The way I love Jager kodwa iyangidakwa nayi into 😭 https://t.co/S24x59Rp5u,tweet_1302644979970592771,the way i love jager kodwa iyangidakwa nayi into 😭
ngeke sphe u ngiyasebenza mina,@_SphesihleM @Mnathero Ngeke Sphe u11 😭 ngiyasebenza mina,tweet_1339677840753782784,ngeke sphe u11 😭 ngiyasebenza mina
mina sengibheke ngaze ngakhathala,@uNgoza Mina sengibheke ngaze ngakhathala😭😭😭,tweet_1469294577588842509,mina sengibheke ngaze ngakhathala😭😭😭
i miss my customers when they demand photos with me lapho ngibasabani abantu abanye ngiziphika mina ngithi angikho ngoba bangibuza kumina,"I miss my customers ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ When they demand photos with me Lapho ngibasabani abantu 🤣🤣🤣🤣 Abanye ngiziphika mina ngithi angikho , ngoba bangibuza kumina",tweet_1251591563148492812,i miss my customers ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ when they demand photos with me lapho ngibasabani abantu 🤣🤣🤣🤣 abanye ngiziphika mina ngithi angikho ngoba bangibuza kumina
ukuthi kumayelana nani angazi,@sir_siphe Ukuthi kumayelana nani angazi 💀,tweet_1215731170345922561,ukuthi kumayelana nani angazi 💀
kusukela nini kodwa nkosazane,@MbaliBiach Kusukela nini kodwa Nkosazane? 😏,tweet_1245079526251601924,kusukela nini kodwa nkosazane 😏
kodwa madlodlo uyathanda ukusikhulumisa yini manje ubhubhudlu,"Kodwa MaDlodlo uyathanda ukusikhulumisa, yini manje ubhubhudlu? 😩 https://t.co/guD5d7DnBa",tweet_1489355700102905865,kodwa madlodlo uyathanda ukusikhulumisa yini manje ubhubhudlu 😩
ngimile ke la sekungamane kuliwe ke ngegama lenkosi,"Ngimile ke la. Sekungamane kuliwe ke, ngegama leNkosi. 🙏🏽",tweet_1417009989508603904,ngimile ke la sekungamane kuliwe ke ngegama lenkosi 🙏🏽
zithengele ngemali yakho kalok ilula nje lento,@Je_Suis_Nadira Zithengele ngemali yakho kalok ilula nje lento 😂😅,tweet_1222811564966846464,zithengele ngemali yakho kalok ilula nje lento 😂😅
siyabonga nkosi for ukusivikela ezingozini zomgwaqo noma sidakiwe,Siyabonga Nkosi for ukusivikela ezingozini zomgwaqo noma sidakiwe🥺,tweet_1500701574921867264,siyabonga nkosi for ukusivikela ezingozini zomgwaqo noma sidakiwe🥺
lapho kukhona ozoyi thenga,Lapho kukhona ozoyi thenga 💔🤣🤣🤣 https://t.co/lBgVxuYJiy,tweet_1425414359715561476,lapho kukhona ozoyi thenga 💔🤣🤣🤣
wave wabhubha nje kanjalo usindi,Wave wabhubha nje kanjalo uSindi 😔,tweet_1381208038946787329,wave wabhubha nje kanjalo usindi 😔
iyabheda nje lento kunin kwase ngiyizamaimbi,@RosemaryShenge @NanaZulu Iyabheda nje lento kunin kwase ngiyizama😏😏imbi.,tweet_1314590086206496768,iyabheda nje lento kunin kwase ngiyizama😏😏imbi
uma esethi no imaniin conferences,Uma esethi “no imani”🤣🤣🤣in conferences https://t.co/gif5cFmE4t,tweet_1274747607370399749,uma esethi no imani🤣🤣🤣in conferences
i am one of them ngisho noma sekuthiwa ngiyathanda akwenzeki,"I am one of them, ngisho noma sekuthiwa ngiyathanda akwenzeki 😩😩 https://t.co/2g7vqlWrSp",tweet_1507709901912657923,i am one of them ngisho noma sekuthiwa ngiyathanda akwenzeki 😩😩
my ancestors athuli nje abantu benza nje wona azithulele nje like really,"@Biophonlk My ancestors athuli nje, abantu benza nje, wona azithulele nje, like, really 😭😭😭😭 https://t.co/9A1Zh7V16A",tweet_1479814470390194176,my ancestors athuli nje abantu benza nje wona azithulele nje like really 😭😭😭😭
umkhuleko waphenduleka kahle ngephasika,@Nazomagenge2 Umkhuleko waphenduleka kahle ngephasika🙌🏿,tweet_1380416348057178113,umkhuleko waphenduleka kahle ngephasika🙌🏿
futhi nje ama k awahloniphi abiza umunt omdala ngegama john vul igate yin nje lokho ‍️ thina sasithi baba kanomsa svulele singene its called respect bantabam,"Futhi nje ama 2K awahloniphi abiza umunt omdala ngegama. ""John vul' iGate..."" yin nje lokho? 🤦🏾‍♂️ Thina sasithi ""Baba kaNomsa, s'vulele singene"". It's called respect bantabam.",tweet_1318478503822622720,futhi nje ama 2k awahloniphi abiza umunt omdala ngegama john vul igate yin nje lokho 🤦🏾‍♂️ thina sasithi baba kanomsa svulele singene its called respect bantabam
aw abantu bakithi abazihluphi ke ngephutha,@_madlokovu_ Aw abantu bakithi abazihluphi ke ngephutha💔,tweet_1410230452057743365,aw abantu bakithi abazihluphi ke ngephutha💔
noma singakora liverpool koda ngeke isawina,Noma singakora Liverpool koda ngeke isawina 😂,tweet_1457414434851328000,noma singakora liverpool koda ngeke isawina 😂
ningakhohlwa njalo ukuthi iholidi ksasa april freedom day,Ningakhohlwa njalo ukuthi i-Holidi k’sasa 27 April - Freedom Day 🇿🇦😂 😂😂😂,tweet_1254505993364557830,ningakhohlwa njalo ukuthi iholidi ksasa 27 april freedom day 🇿🇦😂 😂😂😂
amafinyila or amathe ku sibhrial,Amafinyila or amathe ku Sibhrial 😂😂😂😂😂 #Uyajola99,tweet_1290008906140270594,amafinyila or amathe ku sibhrial 😂😂😂😂😂
njengoba ulibamba engathuhlez phezukwalo,@masekooscar Njengoba ulibamba engathuhlez phezukwalo😂😂😂,tweet_1329886365648113666,njengoba ulibamba engathuhlez phezukwalo😂😂😂
ukusizile yaz ubonile ukuthi engathi awucabangisisi kahle,@kwaCindi_hens Ukusizile yaz! Ubonile ukuthi engathi Awucabangisisi kahle 🤣🤣🤣🤣,tweet_1287838166536216576,ukusizile yaz ubonile ukuthi engathi awucabangisisi kahle 🤣🤣🤣🤣
bullet proove vest malini december lo ngathi uyoba nobu sarafina phakathi,Bullet proove vest malini? December lo ngathi Uyoba nobu Sarafina phakathi.. 💔,tweet_1340400012468097024,bullet proove vest malini december lo ngathi uyoba nobu sarafina phakathi 💔
sifuna imali baba badla bodwa abantu,"@fanny_miz Sifuna imali baba, badla bodwa abantu 🤣🤣🤣",tweet_1446461397651623941,sifuna imali baba badla bodwa abantu 🤣🤣🤣
is this even kanye lamuhlophe ikhala,🤔is this even Kanye? Lamuhlophe ikhala https://t.co/LQFHQV9peR,tweet_1437720397693206530,🤔is this even kanye lamuhlophe ikhala
yeka ukuzimisela kwami ukuthi ksasa asivuki,😭 😭 Yeka ukuzimisela kwami ukuthi ksasa asivuki💔😭😭😭 https://t.co/RemJ0rLaYF,tweet_1534850895887978497,😭 😭 yeka ukuzimisela kwami ukuthi ksasa asivuki💔😭😭😭
eyi kahle ulala ngosheet street wena,@Ntokozo_Dhlomo Eyi kahle ulala ngoSheet Street wena 😂,tweet_1455610891660103683,eyi kahle ulala ngosheet street wena 😂
lol hayi mina awakaze nje saint anna ingiphatha kahle kakhulu and the robertson one nalo angikaze ngizwe bekhala ngalo mhlampe sekungayi nkinga le ewu no name,"@_MandisaM Lol hayi mina awakaze nje, Saint Anna ingiphatha kahle kakhulu 😊 and the Robertson one nalo angikaze ngizwe bekhala ngalo, mhlampe sekungayi nkinga le2 ewu no name 😅",tweet_1270792281692540930,lol hayi mina awakaze nje saint anna ingiphatha kahle kakhulu 😊 and the robertson one nalo angikaze ngizwe bekhala ngalo mhlampe sekungayi nkinga le2 ewu no name 😅
wena ula eduze akaze wazothi hi nje,Wena ula eduze akaze wazothi hi nje 😤 https://t.co/Kw7EsHf2ya,tweet_1293486187676606464,wena ula eduze akaze wazothi hi nje 😤
kumnandi nje kudla muntu womuntu phinde udle yena,Kumnandi nje kudla muntu womuntu phinde udle yena 🤝,tweet_1270450369420759040,kumnandi nje kudla muntu womuntu phinde udle yena 🤝
badlala kakhulu ngathi labantu,@ayanda_ngema Badlala kakhulu ngathi labantu 😂 https://t.co/U3gGtKlSle,tweet_1298190729823559680,badlala kakhulu ngathi labantu 😂
kodwa ke ezinye izinto ubozibuka uthule bazokulanda abantu,@Sicelo_11 Kodwa ke ... ezinye izinto ubozibuka uthule Bazokulanda abantu 🤣🤣🤣🤣🤣🤣,tweet_1241975079178842112,kodwa ke ezinye izinto ubozibuka uthule bazokulanda abantu 🤣🤣🤣🤣🤣🤣
futhi umangabe limnandi its that cocaine high,"@NjabuloSeh Futhi umangabe limnandi, it’s that cocaine HIGH! 🙃",tweet_1456367135656013825,futhi umangabe limnandi its that cocaine high 🙃
konje khona owathi mawumposta njalo umuntu wakho nathi sogcina simthanda simfune ‍️,Konje khona owathi mawum’Posta njalo umuntu wakho nathi sogcina simthanda simfune 🙆🏽‍♂️😂🤣,tweet_1288364018776920064,konje khona owathi mawumposta njalo umuntu wakho nathi sogcina simthanda simfune 🙆🏽‍♂️😂🤣
besengisho nje kodwa keh ubakhuze abafana bazosha,@Messy_Retard 😂😂😂 Besengisho nje kodwa keh ubakhuze Abafana bazosha,tweet_1429844177848872967,😂😂😂 besengisho nje kodwa keh ubakhuze abafana bazosha
safa imicimbi umuntu uyagruva futhi nanamhlanje,Safa imicimbi... Umuntu uyagruva futhi nanamhlanje 🌚.,tweet_1322802601344335872,safa imicimbi umuntu uyagruva futhi nanamhlanje 🌚
filipi ningakhathazeki ngalutho kepha kukho konke izicelo zenu mazaziwe ngunkulunkulu ngokukhuleka nokunxusa kanye nokubonga,"@ulibolokuqala @ukhozi_fm Filipi 4:6 Ningakhathazeki ngalutho, kepha kukho konke izicelo zenu mazaziwe nguNkulunkulu ngokukhuleka nokunxusa kanye nokubonga.🙌 #UliboLokuqala @Phindi_P_ #LinamandlaLiphilile #Sivukangokukholwa #Sibuyisithemba #Sekuyakhanya",tweet_1463685091675324417,filipi 46 ningakhathazeki ngalutho kepha kukho konke izicelo zenu mazaziwe ngunkulunkulu ngokukhuleka nokunxusa kanye nokubonga🙌
ngihlangane ne ex namahlanje yaz kwavele kwaba naleyo awkward momentyayingthanda leyangane ngashaya i flop ke mina lapho muhleni,Ngihlangane ne ex namahlanje yaz kwavele kwaba naleyo awkward moment..yayingthanda leyangane ngashaya i flop ke mina lapho muhleni😫,tweet_1470364400850776070,ngihlangane ne ex namahlanje yaz kwavele kwaba naleyo awkward momentyayingthanda leyangane ngashaya i flop ke mina lapho muhleni😫
ngijabula kanye nawe bafo,@londaWorldwide Ngijabula kanye nawe bafo😄,tweet_1315268648999759877,ngijabula kanye nawe bafo😄
wenza kahle mele bemphinde khona ezokhiqiza omunye ushuni ️,"@TheeBestZu Wenza kahle, mele bem’phinde khona ezokhiqiza omunye ushuni 💉❤️",tweet_1260691164065345536,wenza kahle mele bemphinde khona ezokhiqiza omunye ushuni 💉❤️
anga shaun urabishi wento lo ngingamane ngingaphuzi,anga shaun 😭😭😭 urabishi wento lo.... ngingamane ngingaphuzi https://t.co/rcASWmG7Ts,tweet_1301947906405085188,anga shaun 😭😭😭 urabishi wento lo ngingamane ngingaphuzi
ulwa kakhulu kulezinsuku bafo,@Bongusandisiwe @MercedesAMG @sandsoncars @YMusi007 @OtsileJK @MimasMotoring @MercedesBenz_SA Ulwa kakhulu kulezinsuku bafo🥵,tweet_1489989623094910979,ulwa kakhulu kulezinsuku bafo🥵
yebo ayi kakhulu shame,"@Mtubane Yebo, ayi kakhulu shame 😅",tweet_1226072348383641601,yebo ayi kakhulu shame 😅
mina ngingamhambela nje ongenza eyami kanje,@mohlala_carol Mina ngingamhambela nje ongenza eyami kanje...😩.,tweet_1399839924459814914,mina ngingamhambela nje ongenza eyami kanje😩
uyinsizwa kodwa mfwethu mina bhuti ubunsizwa bakho angisoze ngabuthandabuza ️,Uyinsizwa kodwa @TusaniMnyandu mfwethu. Mina bhuti ubunsizwa bakho angisoze ngabuthandabuza. ♥️,tweet_1468268501651628034,uyinsizwa kodwa mfwethu mina bhuti ubunsizwa bakho angisoze ngabuthandabuza ♥️
ngazile ukuthi uzoyiqonda leway ngonyama,@Siphe_kh Ngazile ukuthi uzoyiqonda leway Ngonyama👌👌,tweet_1460177794374250498,ngazile ukuthi uzoyiqonda leway ngonyama👌👌
ace of spade ️ or of ️ u ryt nawozibala kabili zombili,@mtsepori Ace of spade ♠️ or 2 of ♠️ u ryt nawo...zibala kabili zombili,tweet_1326584413237415937,ace of spade ♠️ or 2 of ♠️ u ryt nawozibala kabili zombili
aybo waze wamuhle u zinhle,Aybo waze wamuhle u Zinhle 😭🔥🔥,tweet_1338154434384293890,aybo waze wamuhle u zinhle 😭🔥🔥
manje yini le bafwethu sizela,Manje yini le bafwethu sizela... 🙄😳😳🤔🤔 https://t.co/b6zeEtCkFs,tweet_1491876433148456963,manje yini le bafwethu sizela 🙄😳😳🤔🤔
njengoba liduma kanje izulu kulezinsuku nkosyami,Njengoba liduma kanje izulu kulezinsuku nkos’yami 😭 https://t.co/4SdxtpHyQS,tweet_1329337786089017345,njengoba liduma kanje izulu kulezinsuku nkosyami 😭
so uhleli endlini nje awunamnyakazo zonke lezonsuku,@sabelo_63564 So uhleli endlini nje awunamnyakazo zonke lezonsuku🤔,tweet_1288480789940903936,so uhleli endlini nje awunamnyakazo zonke lezonsuku🤔
abanye bethu baphuma emakhaya angamile kahle ithalente iyonato abangakwazi ukumisa lawo makhaya kahle musgrave kwazulunatal south africa,"Abanye bethu baphuma emakhaya angamile kahle ithalente iyonato abangakwazi ukumisa lawo makhaya kahle 📷📸 @ Musgrave, Kwazulu-Natal, South Africa https://t.co/wNxeMk1eJi",tweet_1224221576444424193,abanye bethu baphuma emakhaya angamile kahle ithalente iyonato abangakwazi ukumisa lawo makhaya kahle 📷📸 musgrave kwazulunatal south africa
mina ngithi abeze bonke,@JoyousSA Mina ngithi abeze bonke!🔥🔥🔥🔥🔥,tweet_1549669791794872320,mina ngithi abeze bonke🔥🔥🔥🔥🔥
umuhle mawu hleka nje,Umuhle mawu hleka nje 👌 https://t.co/WJPeZUu7ur,tweet_1322293330353553408,umuhle mawu hleka nje 👌
angithi baphakame nje bafunda euniversity,@Jen_Biyela Angithi baphakame nje 😂 bafunda “eUniversity”,tweet_1272984000680923136,angithi baphakame nje 😂 bafunda euniversity
ndombonisa enze ama hololo yuuuuu kushushu,Ndombonisa enze ama hololo😂😂😂😂😂😂 yuuuuu kushushu!! #Uyajola99Sundays,tweet_1452359875049279491,ndombonisa enze ama hololo😂😂😂😂😂😂 yuuuuu kushushu
lapho ngangithi mebethi city girls basho istolo ‍️,"Lapho, ngangithi mebethi City Girls, basho istolo 🤦🏽‍♀️ https://t.co/u6qBLEOHku",tweet_1341267035498688512,lapho ngangithi mebethi city girls basho istolo 🤦🏽‍♀️
we momkhozauthi umama wami umamthimkhulu zulu uvuke nephuphouthi bekumcimbi nje wo wajabula umbona wamfaka iring enhle yegolidecha ngithi angedlulise iphupho boangisahleki indlela alichaza ngayo,"We MomKhoza,uthi umama wami uMamthimkhulu Zulu uvuke nephupho....uthi bekumcimbi nje wo @ukhozi_fm wajabula umbona wamfaka iRing enhle yeGolide😊😊Cha ngithi angedlulise iphupho bo🙏🏽angisahleki indlela alichaza ngayo @ladydwabantu #Jabulujule! https://t.co/m76avoMFIK",tweet_1523942387491426304,we momkhozauthi umama wami umamthimkhulu zulu uvuke nephuphouthi bekumcimbi nje wo wajabula umbona wamfaka iring enhle yegolide😊😊cha ngithi angedlulise iphupho bo🙏🏽angisahleki indlela alichaza ngayo
angaz noma ngzobonga nakwi tl yini kodwa this one really made my day bengingazitsheli ukuthi nami lemvula yoke inginethe my mood just changed from real quick,Angaz noma ngzobonga nakwi TL yini kodwa this one really made my day. Bengingazitsheli ukuthi nami lemvula yoke inginethe🙌🏾🌼 my mood just changed from 0-100 real quick!🤭 https://t.co/POtFMd4dHP,tweet_1450399147228553217,angaz noma ngzobonga nakwi tl yini kodwa this one really made my day bengingazitsheli ukuthi nami lemvula yoke inginethe🙌🏾🌼 my mood just changed from 0100 real quick🤭
konje uzifaka kuwe uskhenqe biyela evesini lakhe laphaya,Konje uzifaka kuwe uSkhenqe Biyela evesini lakhe laphaya. 😂😂 https://t.co/r07zkZ82wL,tweet_1436662547193733124,konje uzifaka kuwe uskhenqe biyela evesini lakhe laphaya 😂😂
bangosathane kabi laba sengibabone kahle mina,@GugulamiDlodlo BangoSathane kabi laba sengibabone kahle mina 😆🤣😂,tweet_1527950988967038976,bangosathane kabi laba sengibabone kahle mina 😆🤣😂
cabangake mungakwazi kubhukuda but lo zontanta uyibhelunde vele,@Shabzen Cabangake mungakwazi kubhukuda 🤣🤣🤣 but lo zontanta uyibhelunde vele.,tweet_1288925296868155398,cabangake mungakwazi kubhukuda 🤣🤣🤣 but lo zontanta uyibhelunde vele
inkulu le weekend umuntu akenze into ayithandayo,Inkulu le Weekend umuntu akenze into ayithandayo…😀😀 https://t.co/Ho7tsqQVVr,tweet_1448912985318215690,inkulu le weekend umuntu akenze into ayithandayo😀😀
sokesizwe impela bekuvutha umlilo nje nje manje kuya gowishwa,Sokesizwe impela 🔥🔥🔥🔥🔥 bekuvutha uMlilo nje nje manje Kuya gowishwa #GoSong @DJZinhle https://t.co/toyudd3vK2,tweet_1235628271993307136,sokesizwe impela 🔥🔥🔥🔥🔥 bekuvutha umlilo nje nje manje kuya gowishwa
lalela usho njalo naye and no i cant,@Twana_Mashandu -lalela usho njalo naye and no I can’t 😭,tweet_1522275512768475136,lalela usho njalo naye and no i cant 😭
salukazi konke kuzolunga futhi sekulungile kodwa umkhuleko awunankinga futhi sizokbeka nasemakhehleni nasezalukazini uyathandwa,"Salukazi, konke kuzolunga futhi sekulungile. Kodwa umkhuleko awunankinga futhi sizokbeka nasemakhehleni nasezalukazini. Uyathandwa 👏🏽👏🏽❤ https://t.co/aDGKMdOfdh",tweet_1300096847365763072,salukazi konke kuzolunga futhi sekulungile kodwa umkhuleko awunankinga futhi sizokbeka nasemakhehleni nasezalukazini uyathandwa 👏🏽👏🏽❤
i real enjoy watching uthando lodumo mampitsha is hilarious u babes umbiza ngo bheshingo this guy uyilokishi,I Real enjoy Watching uthando lodumo Mampitsha is hilarious 😂 u Babes umbiza ngo Bheshingo this guy uyilokishi,tweet_1498653799887605766,i real enjoy watching uthando lodumo mampitsha is hilarious 😂 u babes umbiza ngo bheshingo this guy uyilokishi
ngangingazi bo khokho bami ngangidukile ngazikhohlwa ubumina kanye nemiyalo yenu ngayekela umhlaba wangibusa,"“Ngangingazi bo khokho bami, ngangidukile ngazikhohlwa ubumina kanye nemiyalo yenu, ngayekela umhlaba wangibusa” 😰 @Cuebur @SaLizwi https://t.co/uRLMILn4YG",tweet_1271312641491734529,ngangingazi bo khokho bami ngangidukile ngazikhohlwa ubumina kanye nemiyalo yenu ngayekela umhlaba wangibusa 😰
problem ukuthi abantu bayithatha serious le app kanti umbedo,Problem ukuthi abantu bayithatha serious le App kanti umbedo 😂 https://t.co/ojajIDo5na,tweet_1546556424792203264,problem ukuthi abantu bayithatha serious le app kanti umbedo 😂
hawu oe uyalazi udaba nje,"@Iamzwi_SA 😭😭 hawu oe, uyalazi udaba nje😭",tweet_1516070577722777604,😭😭 hawu oe uyalazi udaba nje😭
kwaqala kwasinda izidlathi suke sebuhamba nami ke lapho utshwala,Kwaqala kwasinda izidlathi suke sebuhamba nami ke lapho utshwala 😂😂💔💔,tweet_1292493901597736962,kwaqala kwasinda izidlathi suke sebuhamba nami ke lapho utshwala 😂😂💔💔
mhlampe bezi sebenzela kwakhe nje not itorho,@Mhlengi035 Mhlampe bezi sebenzela kwakhe nje not itorho. 😂😂😂,tweet_1552909363366477825,mhlampe bezi sebenzela kwakhe nje not itorho 😂😂😂
ngizowuthathaphi kodwa i mil,Ngizowuthathaphi kodwa i1.5 mil 😫,tweet_1214560436437209096,ngizowuthathaphi kodwa i15 mil 😫
igama lakhe lesixhosa ngimurapedi,@Phelo_Mjoli Igama lakhe lesiXhosa ngiMurapedi😂😂😂😂😂😂,tweet_1256263551603412992,igama lakhe lesixhosa ngimurapedi😂😂😂😂😂😂
aningibuzela uphume ukuthi unini umncinciswano wokudunusa waibo‍️,Aningibuzela uPhume ukuthi unini umncinciswano wokudunusa waibo🙆🏾‍♂️ https://t.co/N1Sr5Nk3Mf,tweet_1308125245031710725,aningibuzela uphume ukuthi unini umncinciswano wokudunusa waibo🙆🏾‍♂️
emcimbini ilana ongthola khona,Emcimbini ilana ongthola khona💃🎶,tweet_1221108451314675715,emcimbini ilana ongthola khona💃🎶
but why uyothini esontweni if singa honest kodwa ke nice ass,But why??? Uyothini eSontweni if singa honest 🙌🤔🤔... Kodwa ke nice Ass😭😭😭😭 https://t.co/2nFd5zqowf,tweet_1213783610593071104,but why uyothini esontweni if singa honest 🙌🤔🤔 kodwa ke nice ass😭😭😭😭
ngiyayisaba i coronavirus wena wonke usufisa ukuyikhotha somahhashi,@Maqhawe_Ngubane Ngiyayisaba I Coronavirus wena wonke usufisa ukuyikhotha Somahhashi😂😂,tweet_1244522415146885120,ngiyayisaba i coronavirus wena wonke usufisa ukuyikhotha somahhashi😂😂
niyahluleka nje nina ukulungisa lesimo,@skhuw Niyahluleka nje nina ukulungisa lesimo🤣,tweet_1281660724734025730,niyahluleka nje nina ukulungisa lesimo🤣
yazi basamile kusichomela labantu enifuna kubanika imali sebezoma ngomdidike futhi ‍️,Yazi basamile kusichomela labantu enifuna kubanika imali.. sebezoma ngomdidike futhi 🤦‍♂️ https://t.co/VGcH7uPndP,tweet_1242836113825370116,yazi basamile kusichomela labantu enifuna kubanika imali sebezoma ngomdidike futhi 🤦‍♂️
nilindele ukusunwa ayidlali ke le ikaka,"@_MistSA @euphonik Nilindele ukusunwa, ayidlali ke le ikaka 😂😂😂😂😂",tweet_1249711633284452352,nilindele ukusunwa ayidlali ke le ikaka 😂😂😂😂😂
yaz nj uyangihlqmbalaza lona asevane ahamba wonke amapoint,@naomidube4 @Prince48258440 @fusiMatetelane yaz nj uyangihlqmbalaza lona asevane ahamba wonke amapoint😭😭,tweet_1456262752666722304,yaz nj uyangihlqmbalaza lona asevane ahamba wonke amapoint😭😭
chief wiyithatha insangu ugrade ivuthiwe ke le,@irfaan_tuch @kgswaggy @ArapMorit @ZachariaMabala @ZaCahyASa @VovQ17 @ThamiekaMdluli @Thando_Ishshah @ZeeZag1 @EnzetZulu @MartellPaull @stvemkenya @PrikhasB @Game_R93 @Nemza007 @Chuene42780491 @Ig_CBruuv @cbo_cbonelo @Daltie07 @Mhaadahm_Vov Chief wiyithatha insangu ugrade 1 ivuthiwe_ ke le 😂,tweet_1471466452989448192,chief wiyithatha insangu ugrade 1 ivuthiwe ke le 😂
ngikuzwa kahle uthi shevu,@Sabelo2602 @miss_saney ngikuzwa kahle uthi shevu-😂🤞🏾,tweet_1235243533243756546,ngikuzwa kahle uthi shevu😂🤞🏾
yazi ingena kwi pothole kube buhlungu kuwena as a passenger,Yazi ingena kwi pothole kube buhlungu kuwena as a passenger 💔😭 https://t.co/xg360uzKg5,tweet_1224966390978949120,yazi ingena kwi pothole kube buhlungu kuwena as a passenger 💔😭
vele uhambe wedwa keh noma umngani,@NdinguLucree 😂😂😂 Vele uhambe wedwa keh noma Umngani,tweet_1254891431317159938,😂😂😂 vele uhambe wedwa keh noma umngani
mina kuya dojeka wena ke angibona uzokhona,@Bheki_Mbanjwa 😂 mina kuya dojeka. Wena ke angibona uzokhona.,tweet_1335179536384843778,😂 mina kuya dojeka wena ke angibona uzokhona
this morning ejimini ngamabomu nje ngingene kwistudio sabafazi bamasulumane ngaphusha ngingedwa angifica jikijiki anyamalala one by one‍️,This morning ejimini ngamabomu nje ngingene kwistudio sabafazi bamasulumane ngaphusha ngingedwa angifica jikijiki anyamalala one by one🤦🏾‍♂️ https://t.co/L9eylCD2QJ,tweet_1315562640513601537,this morning ejimini ngamabomu nje ngingene kwistudio sabafazi bamasulumane ngaphusha ngingedwa angifica jikijiki anyamalala one by one🤦🏾‍♂️
akekho nje phakathi kwenu obefuna ngibe yivalentines yakhe the entire k namanikiniki followers nex,Akekho nje phakathi kwenu obefuna ngibe yivalentines yakhe the entire 16k namanikiniki followers nex 🙆🙅 https://t.co/wjXDtHLHGV,tweet_1492914113210691589,akekho nje phakathi kwenu obefuna ngibe yivalentines yakhe the entire 16k namanikiniki followers nex 🙆🙅
imama elenza imake up liphafe kube ngath amarolls asenandos,Imama elenza imake up liphafe kube ngath amaRolls aseNandos🚩🚩🚩🚩🚩,tweet_1498648013392207872,imama elenza imake up liphafe kube ngath amarolls asenandos🚩🚩🚩🚩🚩
uyabo mina thandeka ngisafuna imama lihlale nawe noma u weeks uli qeqeshe,Uyabo mina Thandeka ngisafuna imama lihlale nawe noma u 2weeks uli qeqeshe 😭😭😭 https://t.co/uU2zXNVcYi,tweet_1441855348793618433,uyabo mina thandeka ngisafuna imama lihlale nawe noma u 2weeks uli qeqeshe 😭😭😭
sengiyitholile le weird flu flue ngaze ngafa,Sengiyitholile le weird flu /flue 🤒🤧 Ngaze ngafa 😭😢,tweet_1467543171257323530,sengiyitholile le weird flu flue 🤒🤧 ngaze ngafa 😭😢
scefana kodwa akwenzeki lutho nokuba sendlini kuyabhora kuyakhathaza same routine everyday sembi,Scefana kodwa akwenzeki lutho nokuba sendlini kuyabhora kuyakhathaza same routine everyday. Sembi 🥴,tweet_1241657762389667841,scefana kodwa akwenzeki lutho nokuba sendlini kuyabhora kuyakhathaza same routine everyday sembi 🥴
uyalibona nje igama nesbongo mxm sale usuyeka,"@ncamisile_ uyalibona nje igama nesbongo, mxm sale usuyeka😂",tweet_1247239004547932160,uyalibona nje igama nesbongo mxm sale usuyeka😂
i cant wait for the elections to pass and see ourselves being taken back to higher lockdown levels sizibone siyimididi kanjani kulo hulumeni bese kthiwa ongajovile akazukungena kuphi kuphi kodwa kumikhankaso singena sonke,"I can't wait for the elections to pass and see ourselves being taken back to higher lockdown levels, sizibone siyimididi kanjani kulo hulumeni😂😂. Bese kthiwa ongajovile akazukungena kuphi kuphi kodwa kumikhankaso singena sonke.",tweet_1450370191918043138,i cant wait for the elections to pass and see ourselves being taken back to higher lockdown levels sizibone siyimididi kanjani kulo hulumeni😂😂 bese kthiwa ongajovile akazukungena kuphi kuphi kodwa kumikhankaso singena sonke
bathi ngikhulume nalobhuti ongizalayo yazi ngivele ngilingwe ngivuka nje ekseni,"Bathi ngikhulume nalobhuti ongizalayo, yazi ngivele ngilingwe ngivuka nje ekseni 🙄",tweet_1240907826584788993,bathi ngikhulume nalobhuti ongizalayo yazi ngivele ngilingwe ngivuka nje ekseni 🙄
kahle kahle senzana izlima vele,@handler__ Kahle kahle senzana izlima vele 😂,tweet_1268584361139593216,kahle kahle senzana izlima vele 😂
ubhuti wakho ushuswo umona akafuni ngibe muhle ku camera yakho dont let him ruin my birthday,@Ntetheh_MaZwide @guzluvdelux Ubhuti wakho ushuswo umona akafuni ngibe muhle ku camera yakho. Don't let him ruin my birthday! 😢,tweet_1292340340003868673,ubhuti wakho ushuswo umona akafuni ngibe muhle ku camera yakho dont let him ruin my birthday 😢
ziyasihlula ezethu life would be boring futhi,Ziyasihlula ezethu 😹😹😹😹 life would be boring futhi 🤣🤣🤣🤣🤣 https://t.co/gODnovTXDx,tweet_1301446475575160832,ziyasihlula ezethu 😹😹😹😹 life would be boring futhi 🤣🤣🤣🤣🤣
