text_after_cleaning,text,tweet_id
kasi na vanhu vo dya healthy va khoma na hi nyongwa,Kasi na vanhu vo dya healthy va khoma na hi nyongwa,432276066980618240
niggas at taxi rank should sell alcohol ungani teli hi xifaki tisa byala,Niggas at taxi rank should sell alcohol Ungani teli hi xifaki tisa byala,1213345650940755968
lol passion ka tub tub eya,@Luda01 @kimberraxie Lol Passion ka tub tub eya!!!!!,432532204426903553
kumbe va kume swinwani,@Khanimambo_n Kumbe va kume swinwani??,1220351271296733184
ndi zwone zwavhudi hezwonne zwia mbra u serious vhanwe vhasi si seriousri ya practice vhanwe vha sa yi we have to be serious,@MMagadani.Ndi zwone zwavhudi hezwo.Nne zwia mbra u serious vhanwe vhasi si serious.Ri ya practice vhanwe vha sa yi. We have to be serious.,359358862312214528
hay wa beda nayena,Hay wa beda nayena@sidie_skapie @JamesBlez @Madzovi @RivahMakhaya @nwafickson @tela_v @saseki_R @lloydbaloyie #XikimiXaMina,351950287294050306
ma ha pfukile vanhu va ka hina,Ma ha pfukile vanhu va ka hina? https://t.co/vh0uwsEH8b,1455854843424346115
jaaah i nyadze xitichi kambe wa rivala ku na yena i ti nyadzisa hi vayingiseli loko a vulavula xinghezi,@desmondvukeya1 @RasNyiko @Munghana jaaah! I nyadze xitichi kambe wa rivala ku na yena i ti nyadzisa hi vayingiseli loko a vulavula xinghezi,1281712548132380674
rine movie wo ri bala nga mulandu wa lufu lwa mukalaha ri doto hira musi u chi ya video stores habe rarou pika,@FloMasebe @Malangeg rine movie wo ri bala nga mulandu wa lufu lwa mukalaha. Ri doto hira musi u chi ya Video stores. Habe rarou pika,430214838787510273
ni vhe ni swi vona ku nooor,Ni vhe ni swi vona ku nooor,1482633530370924545
nta vona weh then,@Msniekky22 nta vona weh then,486555170856513536
sesi khensani that boy anga vuli vona sesi valavou kona wale kheheleni va tsakisaka yena akuri trevor kwala ka phaphazela,"@GingirikaniMLFM Sesi khensani that boy anga vuli vona sesi valavo,u kona wale kheheleni va tsakisaka yena. Akuri Trevor kwala ka phaphazela",378441341489127424
hi two weeks ntsenamunhu xi hume na xikhwidyani xa vamongo six pack ya mina ku lova ni ta va charmer hi yini loko ni tlhela nah,"Hi two weeks ntsena,munhu xi hume na xikhwidyani xa vaMongo. Six pack ya mina ku lova. Ni ta va charmer hi yini loko ni tlhela nah?",950321205176913920
wena ka u rata ncaaw thanks angel,@dithanx wena ka u rata ncaaw thanks angel,398653575498588160
ungari nda shumisa sleeping pill zwido nthusa nakha sia laupfa ndala ya vhusiku,Ungari nda shumisa sleeping pill zwido nthusa nakha sia laupfa ndala ya vhusiku,369604597142528000
hosi va tlanga hi hina,@MxolisiBob Hosi. Va tlanga hi hina,1443638481289424901
mxm already ni ntimile in day swilava i tshama iti pfalelini ingata tima ngopfu,"Mxm already ni ntimile in 1 day 😭😭😭 ""@Ntshuxi_Masingi: @madamcookie swilava I tshama iti pfalelini ingata tima ngopfu""",580778264911843328
wa tswenya wena jo,"@MsDineoDee 😂😂😂, wa tswenya wena jo",1213229493587972097
lol a si nne ndi twitter ine ya cou zwi ita mah,@princeifa lol a si nne ndi twitter ine ya cou zwi ita mah,351652663752003584
ahi nkhenseni yehova ahi yimbeleni yena hi kuva nsovo wa yena i wa masiku hi nkwawo vongani hosi ya tihosi ahi nkhinsameleni yena hi kuva nsovo wa yena iwa masiku hi nkwawo,Ahi Nkhenseni Yehova Ahi Yimbeleni yena Hi Kuva nsovo wa yena I Wa masiku hi nkwawo Vongani hosi Ya tihosi Ahi nkhinsameleni yena Hi kuva nsovo wa yena Iwa masiku hi nkwawo 🙏💯📞 https://t.co/nEbIDRjRuU,1507595165984243714
hi swinwe kusuka la majeje ndlopfu,@ManingiWaNtamu hi swinwe kusuka la Majeje 3 @SiphoWaMLFM @Munghana #makombandlela #mahlamba-ndlopfu,885308761279275008
loko mpfula leyi yi ya xa hitava hi gain weight stronghikunwa ti milo ta times a day,"Loko mpfula leyi yi ya xa hitava hi gain weight strong,hikunwa ti ""MILO"" ta 3times a day",443088389584461824
but vanwani valo tolovela hi mhaka ya environment leyi va kumekaku ngopfu ka yona ku valavuriwa xilungu,@kate_kanie @TomiRikods But van'wani valo tolovela hi mhaka ya environment leyi va kumekaku ngopfu ka yona ku valavuriwa xilungu.,1132701961348947969
matimba ya ngwenya i mati,Matimba ya ngwenya I mati,714340718651785216
imagine ka a whole rob mally getting hurt yhuu vanhu va kona vange ngheni tilweni,@GavazaMakamuu Imagine ka. A whole Rob Mally getting hurt? Yhuu vanhu va kona vange ngheni tilweni,1012218614521442305
owk vha wanala nga gai,@Mulaudzi_NJ. Owk. Vha wanala nga gai?,278202965414793216
hawa hina hi karhele mpfula hilava yonaa,"Hawa hina hi karhele""@PrettynwaGuwela: @Hazelsolani mpfula hilava yonaa""",442534505396846592
yhi haa ni kahledemet,"Yhi, haa ni kahle...demet!!!!😭😭😭",1464549269306757129
mundzuku loko ko pfuka ku hisa ngopfu minga hlamali i relationship ya mina ya hisooooo,"Mundzuku loko ko pfuka ku hisa ngopfu, minga hlamali, I relationship ya mina ya hisooooo😂😂🤣🤣🤣",1239254349639045120
ah aku nna mpfula la tzaneen loko nila ku famba ni hlota vanhu,@Phumi_nkuna Ah aku nna mpfula la Tzaneen loko Nila ku famba ni hlota vanhu,1326625436248502273
khezwo ahuna u fa nga ndala,@r_ndiboo Khezwo ahuna u fa nga ndala,1474405319937863682
naxi tiva n xi randziwa ngofu rt ni vula ku xitombo wa xi tiva naa rt lol cont,Naxi tiva n xi randziwa ngofu RT @hlolo4pearl: Ni vula ku xitombo wa xi tiva naa? RT @KGOTOKI: Lol (cont) http://t.co/Nk1A6ukZEm,370166492996071424
lol mxm wa chansa m,@I_Am_BRAM_21 lol mxm wa chansa m4,336859942474633216
kumnandi ku twitter uke uhleke noma usezinhlungwini,Kumnandi ku twitter uke uhleke noma usezinhlungwini...,399121531567374337
ku hava ntirhisa data,"@DomizzyOscar @BongiWil 🤣 🤣 🤣 🤣 Ku hava, ntirhisa data",1255237464660348929
vanhu vodya joy hi facebook vangaku heta serious,Vanhu vodya JOY hi facebook vangaku heta serious,353997278777839619
yeses queue ya ka home affairs hambi aniya kwi,Yeses queue ya ka Home affairs 😫😫 hambi aniya kwi,948846995954982913
munhu u fanele ku nwi khensa loko a ku pfunile,@NwaNyango @GingirikaniMLFM munhu u fanele ku nwi khensa loko a ku pfunile,575580374279020544
marha yiva yi khiyiwini‍️‍️‍️,@Chucks11160520 Marha yiva yi khiyiwini🤷🏾‍♀️🤷🏾‍♀️🤷🏾‍♀️😅😅😅,1488944343201234944
nawa other gender u rhanga hixi pilisan xa vurongo,@fanisarikhotso 😂😂😂.. Nawa other gender.. U rhanga hixi pilisan xa vurongo,1283516587631423489
mina nina swa mina he,😂😂 mina nina swa mina he https://t.co/YtZlgm77oZ kova ndhawu ntsena. https://t.co/qeoWuK9sRM,1056821065018675200
i wish i could do that but pama wo jumiwa hi xinwanana wa vava hy,@PrissyPrisca7 I wish I could do that but pama wo jumiwa hi xinwanana wa vava hy,269856157479358464
dammit i miss outside been indoors ubva nga noon,"Dammit, i miss outside. Been indoors ubva nga 12noon.",447058023354478593
lol haha wa joke ani lol phela a ni vutisa wena,"Lol haha! Wa joke ani ?""@Moyane233: @VonahP lol phela a ni vutisa wena""",413620633546002432
himpela hi xava data just kuta byeriwa kur you cant afford mesies,"Himpela hi xava data , just kuta byeriwa kur you cant afford me💔💀Sies https://t.co/YUPnHAEBXX",1206562918730534913
how kanti uyangazi lols ngi ya phila thanks ngi hlezi ekhaya njengo ba uhulumel wethu washwa sa bamba kuswha great show as always,@mzimelarh @phindilephewa How kanti uyangazi... Lols... ngi ya phila... Thanks ngi hlezi ekhaya njengo ba uhulumel wethu washwa.. Sa bamba kuswha... Great show as always....,1243377673948270592
giyani kuna ti potholes to hlaya swinene eka gondzo leri kongomaka eka thomo kusukela eka gate ya giyani college naswona kuna vanhu vohlaya lava nga ku endleni ka vutiolori vachayeri vachayela hi vulheta swinene,"@XolanWaleKenhuk @MunghanaTraffic #AmTraffic Giyani Kuna ti potholes to hlaya swinene eka gondzo leri kongomaka eka Thomo, kusukela eka gate ya Giyani College naswona kuna vanhu vohlaya lava nga ku endleni ka vutiolori Vachayeri vachayela hi vulheta swinene",1268409978467037184
loko hinga chiki na swona i nandukahle kahle wena ulava wo tani hikwini utaku utwelelrini,"Loko hinga chiki na swona i nandu..kahle kahle ""wena"" ulava wo tani hikwini utaku utwelelrini?🤔 https://t.co/ytJsPtiVCn",1133116521641906177
swikahle kukhoma vakhandziyi hindlela ya kahle niri laka gezani a gandlanani,@mphesamphesa swikahle kukhoma vakhandziyi hindlela ya kahle niri laka Gezani a Gandlanani,355347840958083072
lol na mina ni chave ku vulavula hi yona cozsweswiya,@E_xcelsior @RohiShepherd Lol na mina ni chave ku vulavula hi yona coz...sweswiya😅,1423244539880423426
matimba ange swi lavi sweswo,Matimba ange swi lavi sweswo. https://t.co/RFv7QsxF6w,840621306362105856
minga hinaveli cz loko tihaka hi jan tipanulula hidec,@jajani_04241 @ZorroJojo @kulaniribombo_1 @RikhotsoZanele @Jabulanimayime2 @nwafickson minga hinaveli cz loko tihaka hi jan tipanulula hiDec,542317375014834176
nje nge dluzela sesi vukili sinawe la e limpopo from no limpopo fan ya libo ukhozi fm,@phindilephewa nje nge dluzela... Sesi vukili sinawe la e Limpopo... From No 1 limpopo fan ya libo.. Ukhozi fm,1215454691930398720
hi ndzi kombela chalk,"Hi, ndzi kombela Chalk 😭😭 https://t.co/tzvgzZqqL0",1493578301952167943
eh kasi thyaka leri uri vulavulaka i yini why unga ring hi englesh wena phuntani,@veicknayara eh kasi thyaka leri uri vulavulaka I yini why unga ring hi englesh wena phuntani,392377217080377344
mi ta kuma swilo leswi swi nandzika blind,@moshine456 @Dusty14Math Mi ta kuma swilo leswi swi nandzika blind. 😑,1167354092668301312
swi tsandza kwini ku twisisa ku its over,Swi tsandza kwini ku twisisa ku it's over. https://t.co/I0aMhSUYqy,1343139094298316801
will do that ni ku varungule hi makoti,@vickysekgololo Will do that. Ni ku varungule hi makoti? 🙈,943054723011227648
eh i past kasi no wonder ku lo dzwiii hala handle,Eh? I past 12 kasi? No wonder ku lo dzwiii hala handle...😎,420320202359078912
mina kuna swikete swimbirhi swa black leswi ni swi mbalaku loko niya ntirhweni ni swi hlantswa hi weekend ntsena la vhikini ni swi mbala ni vuyelela na hi nkarhi wa xirhami loko ni mbala ti jean ni mbala ka nharhu,"@326Thwii #nhlokomhaka. Mina kuna swikete swimbirhi swa black leswi ni swi mbalaku loko niya ntirhweni, ni swi hlantswa hi weekend ntsena la vhikini ni swi mbala ni vuyelela, na hi nkarhi wa xirhami loko ni mbala ti jean ni mbala ka nharhu😃😃🤣 @NwaNyango @BongiWil",1243531990823047168
a huge part of me really wants to buy another car soo bad k xa pasa mara mbilu yinwn yir hetisa project lexi ku sungula lembe ahi nchumu,"A huge part of me really wants to buy another car soo bad, 170k xa pasa mara mbilu yinwn yir hetisa project lexi ku sungula lembe ahi nchumu.",1217485470533390336
lol i hetelele rin ku vitaniwa my love nasw lava sweswo,@KinkieDaniels Lol I hetelele rin ku vitaniwa my love? Nasw lava sweswo,1328627865227812865
lmao nakona swiri swa yini swo cata miri na years haaa hambi vango vukati lol,Lmao nakona swiri swa yini swo cata miri na 22 years haaa hambi vango vukati lol,488800087746023424
swi la munhu xi jika kwahala ha hambani ma festives lawa,Swi la munhu xi jika kwahala HA HAMBANI ma festives lawa,370138489909948416
ahhh sindi ne andiyela kudu ka generations,Ahhh sindi ne andiyela kudu ka generations #20YGS,382546206700085249
|ol kha vuwe adi vhee kha side ya ntswembu kha vhutshilo na mulovhedzi uralo,@Mphookie |OL kha vuwe adi vhee kha side ya ntswembu kha vhutshilo ..na mulovhedzi uralo,344006585967861760
hi kona ni kuma nkarhi tana hi ta titimeta la manombe,@ThembaReloaded Hi kona ni kuma nkarhi 🤣 tana hi ta titimeta la manombe,1470793946519543812
pastor ayi lawuli hi xipaci,Pastor ayi lawuli hi xipaci 🍑. #DateMyFamilly,1251917582271221760
hi leyi mhamba yanga wena hosi yesu,"Hi leyi mhamba yanga, Wena Hosi Yesu,",675968934852608000
ok heix rikhovhulawa nga mufhiso mani,@nyavhane ok heix rikhovhulawa nga mufhiso mani,272025443501211649
ntwa ndlala ya nandos,Ntwa ndlala ya nandos. 😩,679618309462048768
swilo swa durha vanhu ava khandziyi taxi,@KHANI_SIMA Swilo swa durha vanhu ava khandziyi taxi,1544043770618019840
demain levé h pour un safari matinal tout va bien,Demain levé 4h pour un safari matinal... Tout va bien,417017363209674753
nwanuna wa xidakwa nwino a nga bii wa dlaya,"@ivin_hlomoney @Kingzzley ""@Khaukie_xo: Nwanuna wa xidakwa nwino a nga bii wa dlaya""",446180789945106432
loko ni vula vaku na khola,Loko ni vula vaku na khola https://t.co/oJjcFgHmPQ,1203223807349133312
xivongo xa ka hina va ka mahumani,Xivongo xa ka hina va ka Mahumani 😍,1246503294467477505
swinga ndleka mhe ni cata laaa,Swinga ndleka mhe ni cata laaa. 🙏😍,1319650132896468994
utodoba chelede mune wayo aitvhela nga murahu uchi humisa zwivh zwikho vhavha,Utodoba chelede mune wayo aitvhela nga murahu uchi humisa zwivh zwikho vhavha,410360683365404672
mali ya hela today,@basanee @Osborn_Hobyani @desmond_mathye @jabulaninkuna @sydney_msyjo mali ya hela today,417345585147281408
lol ta vuya hey ka bolo,"@Vikanik ,lol ta vuya hey ka bolo",433318595234643969
we ndlani rt lol ku busy la ninga kona rt tana la rt cont,We ndlani? RT @hlolo4pearl: Lol ku busy la ninga kona RT @KGOTOKI: Tana la!!! RT @hlolo4pearl: (cont) http://t.co/R5gPdYtCT8,370250640468889600
yhiii muchini hi nawu lol mantswanianik mi ngava mir hala kati waterproof,@hungi_m yhiii muchini hi nawu lol mantswani#laughs..anik mi ngava mir hala kati waterproof,376323395052662784
avasiva kona aniri so topfa niti sula hi burhuku,@NwaMabasaa Avasiva kona aniri so topfa niti sula hi burhuku,986864018878017536
sukela ku dali nta biwooooo,@sidie_skapie @nwafickson sukela ku dali nta biwooooo,351959391773261825
ndi zwa nga masiari limpopo,Ndi zwa nga masiari limpopo http://t.co/d5SJA9bIXU,398153918196113408
kaku nursa swihlangi nkata mina anga tluliwi hi wunwana wansati,"Kaku nursa swihlangi nkata mina, anga tluliwi hi wunwana wansati... #Mr_Post",445116477562433537
giyani twitter nikombela ku pfuniwa amitivi nwana wo nghena ka tembe ayaku ka grade and andlaku ti science,"Giyani Twitter, nikombela ku pfuniwa, amitivi nwana wo nghena ka Tembe ayaku ka grade 10 and 11 andlaku ti science?",948277483958362112
eish it hurts bt lorl switalungha ka mama moo,@leylowB eish it hurts bt lorl switalungha ka mama moo,369187128615268352
haaaa tinga hembelani woni nyika contact ya whatsapp nita munghana wa wena,@CanneciaNsovo Haaaa tinga hembelani. Woni nyika contact ya WhatsApp nita munghana wa wena 😀😀,1403336664626388992
kwl nda ndo mangala ndi khou ri na nne ndi nga rwiwa musi,@makgoma29 kwl! Nda ndo mangala. Ndi khou ri na nne ndi nga rwiwa musi,262932183260479489
ropela phone ya mina yinga rilangi today this single life is kak,Ropela phone ya mina yinga rilangi today😭😭. This single life is kak😕,851533714718904326
duf cap duf cup duf tshirt ka manombe,DUF Cap DUF Cup DUF T-Shirt #DUF #Makombisa @ Ka man'ombe https://t.co/vr6DkKgu6w,744255462217031680
hina nwina hi ri kwala phalaborwa risumu ro sungula nongonoko rini endla ngopfu hi kombela ku makiwa ka registara,"@GingirikaniMLFM @lindivamac Hina nwina hi ri kwala Phalaborwa, risumu ro sungula nongonoko rini endla ngopfu. hi kombela ku makiwa ka registara",1052095141832470528
va lolohwa ku make up ani iti horror,Va lolohwa ku make up ani iti horror 🤣 https://t.co/q2JTZC3qNc,1249645486442717185
sure hommieola nikhoya kha st ya lungile,"""@Lv_Nedawaila: @njabulodakalo :Sure Hommie""Ola nikhoya kha 21st ya lungile??",375232865426219008
eeee ka gaza ta vuya vanhu va hosi marvelouse hambi alo endla yini,Eeee ka Gaza ta vuya vanhu va hosi Marvelouse hambi alo endla yini 🙄 https://t.co/LkywiJv2d9,1415606596818767873
nitwa ndlala ka hari pundzu,Nitwa ndlala ka hari pundzu 😭😢😭,1476795292615905280
sweswo swoboha nivhe ni yi tseleka mnduku,Sweswo swoboha nivhe ni yi tseleka mnduku 😭 https://t.co/vRTO0LiJ3f,1343627565290958848
hi hwu my name is lucas malatji u,@karabomaila_ hi! hwu my name is lucas malatji u,291577391422255105
can i zoom ya avi,Can I zoom ya avi??? @KokiLoverdoll,402882452525703168
lmao iswa vona lava va ngata vala vula ani na nkarhi nama dodi mina,@_Baritone_M lmao iswa vona lava va ngata vala vula ani na nkarhi nama dodi mina,421577603028639744
u hundza uni teka na meh ni ya town ani,"@Kay_DzoL : u hundza uni teka , na meh ni ya town ani",310285519135338497
unga wari munghani nta ku dondisa kuvalavula na khentsa,"""@MartieSilimela: Unga wari munghani n'ta ku dondisa kuvalavula @mixyful""na khentsa",273313797857505280
swi lava nti tsona swo tala,Swi lava nti tsona swo tala https://t.co/lLJhpypkIP,808386617559883776
ya mara a wu hembi,@VonahP ya mara a wu hembi,419347990206500864
lols ey dis lady mara kan y bantfu bangakhoni ku mova onn xem tjo,Lols ey dis lady mara!!! Kan y bantfu bangakhoni ku mova onn xem tjo,348927880660660225
nongonoko wa mahungu wa tiko a xi etleli na nghamula tc chauke,Nongonoko wa mahungu wa Tiko A xi Etleli @tikosabc @Munghana na Nghamula TC Chauke,444504207882997761
if ku xonga was a personu vumbekile sesi na swirho swo ringanela,"@phaphamamlfm If ku xonga was a person,u vumbekile sesi na swirho swo ringanela",1290874535709999104
arihisa ku vava aho rita pela rini,@Dunisanihlami Arihisa ku vava aho rita pela rini,1480944705961615363
lol angaswitiv ku qualification ava thumbi,@molwantwa_sambo Lol angaswitiv ku Qualification ava thumbi 😂😂,1527593074406350851
swirhalanganyi hinkwaswo a vutonwini bya wena aswi fe namunthla hi vito ya yeso,Swirhalanganyi hinkwaswo a vutonwini bya wena aswi fe namunthla hi vito ya Yeso.,805278403284889600
loool haa no i wasnt anilo ku hleketa ai,@Nhlamu_T loool haa no I wasn't anilo ku hleketa ai,294080812847071232
lol hi navetiwa yini mpundzu lowu hiri nave nave mhe nxi navele,"Lol hi navetiwa yini mpundzu lowu ? ""@katekirah: Hiri nave nave! Mhe nxi navele!""",445070856927326209
ina ka se swi na mavhiki,Ina ka se swi na mavhiki💃🏾💃🏾💃🏾 https://t.co/0ugIQR9njM,878502539876073472
umbale ngaku u mbarisa hi government wati komba ku u top ka to sweet girls one day ill take you to the stadium utatwa na majita vaku nwana loyi u seriyass,"Umbale ngaku u Mbarisa hi government, wati komba ku u top ka to sweet girls, one day I'll take you to the stadium utatwa na Majita vaku nwana loyi u seriyass 😭😭 https://t.co/Aapa8UuksG",1018942917400985605
mi vula sweswi maara ka khazi nize niya jika kremetart,@ThaboMasterP Mi vula sweswi maara ka khazi nize niya jika Kremetart😫😫,1424364868031942656
midye hi mani ka sesi,@RikhotsoZanele midye hi mani ka sesi?,557006737379954688
ihd ya sipho ayi fani na yakho lol crazy ad,i-HD ya Sipho ayi fani na yakho. Lol. Crazy ad,655679592469045248
mina ni grand ningo vona wena ungo kayakaya na twitter onge ixi mbyanyana xikhe xi lakatsa rhambu,@MikatekoT mina ni grand ningo vona wena ungo kayakaya na twitter onge ixi mbyanyana xikhe xi lakatsa rhambu,393619706424619008
eishhabe mukalaha vhombidza nne cori vhacotoda umpha pin no ya bank or usumbedza uri chelede idovha igayi musi vhachi vayamukumbi t nwi,Eish☺habe mukalaha vhombidza nne cori vhacotoda umpha pin no ya bank or usumbedza uri chelede idovha igayi musi vhachi vaya☺☺☺mukumbi t nwi,300267449146830849
kasi mi yingisela kwi ka,Kasi mi yingisela kwi ka😩 #TsongaDriveSpace,1392595948069654533
mmmmmmmmmmmmmmmmh im in luv wth my friendz n sisters sibongile vuza phumzile mashaba n mahlangu martha ngi ya ba thanda ka khulu mwaaaaaah,"Mmmmmmmmmmmmmmmmh I'm in luv wth my friendz n sisters Sibongile Vuza, Phumzile Mashaba n Mahlangu Martha ngi ya ba thanda ka khulu mwaaaaaah",370945656665690112
va lava nkuzi vona,@prudy_maluleke 🤣 🤣 🤣 🤣 Va lava nkuzi vona.,1322181815973695488
good and you nta tlhe ni ku foyinela ni lava ku hi hula hi swinwani,@dsmabunda good and you. Nta tlhe ni ku foyinela ni lava ku hi hula hi swinwani,434641597071110144
ti tshamela yini hiku se swi helini,@Lala_twenty2 Ti tshamela yini hiku se swi helini 😂😂😂,1126849177722421249
ku laveka xindere xa masala,Ku laveka Xi’ndere xa masala 🥵🥵,1191350438664327170
mativa mi ni dyondzisa swo tala hi mhaka leyi,@Miss_Twari Mativa mi ni dyondzisa swo tala hi mhaka leyi,1281271439073652736
lol ani ngene kahle niku swa famba kas norr mahhn kahari xihlangi,@HlamiXkhosa Lol ani ngene kahle niku swa famba Kas norr mahhn Kahari xihlangi 🤣,1453652586964398083
lok ni hleket ku kuhavbis eix swa ndzi kweva loool,@reglulekz lok ni hleket ku kuhavBIS eix swa ndzi kweva loool,366633240531963904
bias is a polite statement unions have been bought and silenced va na swakudya emilonweni phela ku vulavula a va nge swikoti,@SlShibambu @News24 Bias is a polite statement. Unions have been bought and silenced. Va na swakudya emilonweni phela ku vulavula a va nge swikoti,1282360250797105164
ayeeyeee va kona vanhu vamina ka mina swita pasa hi nkanu wa marahaniswaboha handle ka sesi na mhani ntsena,"Ayeeyeee Va kona vanhu vamina ""@RNgomani: @Hazelsolani ka mina swita pasa hi nkanu wa marahani,swaboha handle ka sesi na mhani ntsena""",442537097300549632
hi swinwe muhaxi ku suka a giyani ti f,@ManingiWaNtamu Hi swinwe muhaxi ku suka a Giyani ti F,1277114359060279296
hi saseki ani wayi tiva mhaka ya kona na,@nwafickson @Madzovi hi saseki ani wayi tiva mhaka ya kona na,351950436644827136
kasi awuyangi ku tleleni wena,@NyikoMabZ kasi awuyangi Ku tleleni wena.,558000268194115586
àhi lavi no nu vona munhu waloye,@isaac_izzy20 Àhi lavi no n'u vona munhu waloye!,317583476377395201
lol a ntsendele heyo avi nga whatsapp cou toda u vha na motivation t,@Zo_lans_keey lol a ntsendele heyo avi nga whatsapp cou toda u vha na motivation t,355076924567064578
lol no huhwa nyana ka maseve kas i ntiyiso,@Worshy1Mixo lol no huhwa nyana ka maseve. Kas I ntiyiso?,345503174641188864
rega ndiende ka pa youtube pacho aifarisao ka iyeu ne zanu anenge asina kukwana,@HChibururu 🤣😂🤣 Rega ndiende ka pa YouTube pacho..... Aifarisao ka iyeu ne Zanu anenge asina kukwana,1271842506565726208
eeh ya nehhita cukumeta ke,"Eeh ya neh,hita cukumeta ke https://t.co/KSCvnyQms1",1017201890386423809
no evrydea am lyk dt iku loko nir na wena ningev hku,@MacebeleRoxley no evrydea am lyk dt iku loko nir na wena ningev hku ...,417281504855990272
a hi ti phineni swinwe dj,@DjSayitoKaMAGOR @ChaukeMathilda @Munghana A hi ti phineni swinwe DJ,1259037684271591424
hi gingirika na nwina muhaxi hiri kwala phalaborwa risimu rero ra mr bow rini endla kahle,"@GingirikaniMLFM @lindivamac Hi gingirika na nwina muhaxi hiri kwala phalaborwa, risimu rero ra Mr Bow rini endla kahle.",1044846209813422085
nrhanda muroho hi mbilu na moya yo nde nyimba swesw,Nrhanda muroho hi mbilu na moya. Yo nde nyimba swesw😂 https://t.co/tVVN7gDdlz,1034402428240764928
munhu luya wa chokocha wa chokocha wa chokocha wa chokocha,Munhu luya wa chokocha!! Wa chokocha wa chokocha wa chokocha #DyaBa!!,415553692826619906
loko niphonela munhu anga hlamuli ni delete numbera,"Loko niphonela munhu anga hlamuli, ni delete numbera.",668508490768457728
u nga kwati nwana aunt swilo a swi ringani ▼,"U nga kwati nwana aunt,, swilo a swi ringani!! *#MJ #MKHARII #JACARANDA♥☺♥☀♥▼ https://t.co/jzo62GvliY",691678780721463296
ukhomisa hi vo mani,@Dobbelina Ukhomisa hi vo mani? https://t.co/ndfrObqhDt,1445093865573257241
marubini lol its a sign ya uri na enebutea u maliwa nga marubini,@MissK_ay Marubini Lol its a sign ya uri na enebutea u maliwa nga Marubini 🤣🤣🤣,1110840226472255488
ho tshama hita endla yin naswi vona ka malamulele amaha kumeki,@OfficialMagigi Ho Tshama hita endla yin naswi vona ka malamulele amaha kumeki,1251626296318332928
cheese girl mile ku hi borheni hina na mavuswa ma nwina hi sunday namunthla hi dya rice,"😂😂😂 cheese. Girl. ""@katekirah: Mile ku hi borheni hina na mavuswa ma nwina hi Sunday. Namunthla hi dya rice.""",566977975732928512
lol ni xupuleni moya wa nwina wu ta rhelela mama,@Katekane_M LOL. Ni xupuleni moya wa n'wina wu ta rhelela mama.,1002093323295842305
kasi why talk yi borha so masiku lawa,Kasi Why 3 Talk yi borha so masiku lawa?!,479989063903363072
ko magwinya ti atchaar na ku lulamiseriwa mrs swa mifambela ka na mina nile ku teni a joni,"@Wamhani_ @MandlaJivindava Ko magwinya, ti Atchaar na ku lulamiseriwa Mrs🤣🤣🤣 Swa mifambela ka. Na mina nile ku teni a joni🤣🤣🤣",1326140791727808515
ahiti nweleni byala swa vavasati lembe leri swihi tlurile,Ahiti nweleni byala. Swa vavasati lembe leri swihi tlurile https://t.co/La8HgAteD8,1070572312678813697
lmaort loko munhu angayangy a crexe or preschool uta twa hyena loko aku i summer sweswi,"Lmao!!!RT ""@ThamsanqaPaul: Loko munhu angayangy a crexe or pre-school uta twa hyena loko aku I summer sweswi!!""",512544902581059585
a giyani kaya ra swilo december hangout spot ti a opposite health centre wow the food is amazingni ri xiphaswa mhanee hi gaveloswiluva na nkaka,"A Giyani kaya ra swilo ,December hangout spot ti A opposite Health Centre. Wow the food is amazing,ni ri xiphaswa mhanee hi gavelo,swiluva na nkaka 💯💯 https://t.co/rJ8iC4twWB",1332282129594650624
wansati loyi ndzi nwi tshembaka i manana wa mina nwina vanwani vavansati ma hemba but to sukela manana niya namarhela wena wa vunwa,Wansati loyi ndzi n'wi tshembaka I manana wa mina n'wina van'wani vavansati ma hemba but to sukela manana niya namarhela wena wa vun'wa,341808902838579201
lol ani lavi no vulavula hi swona,Lol ani lavi no vulavula hi swona😔💔 https://t.co/oGrPAFCsxl,1129472299189645313
swekani murhandziwa mhe namuntlha ni sweka marhanga,@MathonsiZanele @xikwenghani Swekani murhandziwa mhe namuntlha ni sweka marhanga😜,1246741912238817280
ku voniwa switori swa makula la kaya,Ku voniwa switori swa makula la kaya. 😏,1476640171093381127
ku rhandziwa depth hey,@LatoyaNkuna Ku rhandziwa depth hey😂😂,1389471897323294721
r ya vukosi xi serious,R150 000 ya vukosi xi serious 🤞🏾#GiyaniLandofblood,1149045458859429889
milakun lwisa na munhu wa mina he man,Milakun lwisa na munhu wa mina he man 🤣🤣🤣 https://t.co/tnvfRvPJEf,1147157517367238656
really now vatak napa vanhu mandela wa ko angapfi a lahliwa hina hita wisa,"Really now... ""@sagwadi05: Vatak napa vanhu ""@Msniekky22: Mandela wa ko angapfi a lahliwa hina hita wisa :/""""",412142636099960832
leyi mi twananaka yona nwina vatekani,@phaphamamlfm Leyi mi twananaka yona nwina vatekani,1304282885382443008
vuyani laamati ya tibeke khale,"@molwantwa_sambo @Ras_Xichavo Vuyani laa,mati ya tibeke khale",1280465738692792320
ghenge ya la ka twitter yi soft blind byo lava ku napiwa,@Kulani_Mgiba Ghenge ya la ka twitter yi soft blind. Byo lava ku napiwa,1354440653523079168
